Department_code;Department;Constituency_code;Constituency;Commune_code;Commune;Polling_station;Registered;Abstentions;Voters;Sex;City
6;Alpes-Maritimes;4;Fourth;32;Cap-d'Ail;3;948;195;753;M;Cap-d'Ail
6;Alpes-Maritimes;4;Fourth;32;Cap-d'Ail;3;948;195;753;M;Cap-d'Ail
6;Alpes-Maritimes;2;Second;33;Carros;1;705;115;590;M;Carros
6;Alpes-Maritimes;2;Second;33;Carros;8;806;118;688;M;Carros
6;Alpes-Maritimes;4;Fourth;35;Castellar;1;773;140;633;F;Castellar
6;Alpes-Maritimes;4;Fourth;35;Castellar;1;773;140;633;M;Castellar
6;Alpes-Maritimes;7;Seventh;38;Châteauneuf-Grasse;2;1217;216;1001;M;Châteauneuf-Grasse
6;Alpes-Maritimes;7;Seventh;38;Châteauneuf-Grasse;2;1217;216;1001;M;Châteauneuf-Grasse
6;Alpes-Maritimes;6;Sixth;44;La Colle-sur-Loup;3;907;173;734;M;La Colle-sur-Loup
6;Alpes-Maritimes;6;Sixth;44;La Colle-sur-Loup;4;1048;174;874;M;La Colle-sur-Loup
6;Alpes-Maritimes;6;Sixth;44;La Colle-sur-Loup;7;915;157;758;F;La Colle-sur-Loup
6;Alpes-Maritimes;6;Sixth;44;La Colle-sur-Loup;7;915;157;758;M;La Colle-sur-Loup
6;Alpes-Maritimes;5;Fifth;46;Colomars;4;820;110;710;M;Colomars
6;Alpes-Maritimes;4;Fourth;48;Contes;4;690;90;600;M;Contes
6;Alpes-Maritimes;4;Fourth;48;Contes;4;690;90;600;M;Contes
6;Alpes-Maritimes;4;Fourth;48;Contes;8;636;102;534;M;Contes
6;Alpes-Maritimes;2;Second;52;Cuébris;1;144;23;121;M;Cuébris
6;Alpes-Maritimes;4;Fourth;54;Drap;2;814;313;501;M;Drap
6;Alpes-Maritimes;4;Fourth;54;Drap;3;839;181;658;M;Drap
6;Alpes-Maritimes;4;Fourth;54;Drap;4;765;152;613;M;Drap
6;Alpes-Maritimes;4;Fourth;54;Drap;4;765;152;613;M;Drap
6;Alpes-Maritimes;4;Fourth;57;L'Escarène;2;991;245;746;M;L'Escarène
6;Alpes-Maritimes;4;Fourth;59;Eze;1;870;190;680;M;Èze
6;Alpes-Maritimes;3;Third;60;Falicon;1;754;115;639;M;Falicon
6;Alpes-Maritimes;3;Third;60;Falicon;2;949;132;817;M;Falicon
6;Alpes-Maritimes;6;Sixth;27;Cagnes-sur-Mer;25;736;180;556;F;Cagnes-sur-Mer
6;Alpes-Maritimes;6;Sixth;27;Cagnes-sur-Mer;26;699;141;558;M;Cagnes-sur-Mer
6;Alpes-Maritimes;6;Sixth;27;Cagnes-sur-Mer;27;661;170;491;M;Cagnes-sur-Mer
6;Alpes-Maritimes;6;Sixth;27;Cagnes-sur-Mer;31;735;156;579;M;Cagnes-sur-Mer
6;Alpes-Maritimes;6;Sixth;27;Cagnes-sur-Mer;32;722;140;582;F;Cagnes-sur-Mer
6;Alpes-Maritimes;6;Sixth;27;Cagnes-sur-Mer;33;697;151;546;M;Cagnes-sur-Mer
6;Alpes-Maritimes;6;Sixth;27;Cagnes-sur-Mer;38;707;133;574;M;Cagnes-sur-Mer
6;Alpes-Maritimes;6;Sixth;27;Cagnes-sur-Mer;41;716;127;589;M;Cagnes-sur-Mer
6;Alpes-Maritimes;6;Sixth;27;Cagnes-sur-Mer;43;690;127;563;M;Cagnes-sur-Mer
6;Alpes-Maritimes;6;Sixth;27;Cagnes-sur-Mer;45;785;115;670;M;Cagnes-sur-Mer
6;Alpes-Maritimes;8;Eight;29;Cannes;103;866;176;690;F;Cannes
6;Alpes-Maritimes;8;Eight;29;Cannes;103;866;176;690;M;Cannes
6;Alpes-Maritimes;8;Eight;29;Cannes;103;866;176;690;M;Cannes
6;Alpes-Maritimes;8;Eight;29;Cannes;104;953;180;773;M;Cannes
6;Alpes-Maritimes;8;Eight;29;Cannes;106;954;192;762;M;Cannes
6;Alpes-Maritimes;8;Eight;29;Cannes;115;818;212;606;M;
6;Alpes-Maritimes;8;Eight;29;Cannes;120;1183;326;857;M;Cannes
6;Alpes-Maritimes;8;Eight;29;Cannes;203;933;233;700;M;Cannes
6;Alpes-Maritimes;8;Eight;29;Cannes;204;733;187;546;F;Cannes
6;Alpes-Maritimes;8;Eight;29;Cannes;205;883;184;699;M;Cannes
6;Alpes-Maritimes;8;Eight;29;Cannes;206;918;203;715;M;Cannes
25;Doubs;2;Second;73;Bonnay;1;610;95;515;M;Bonnay
25;Doubs;2;Second;78;Bouclans;1;745;107;638;M;Bouclans
25;Doubs;4;Fourth;82;Bourguignon;1;729;132;597;M;Bourguignon
25;Doubs;1;First;84;Boussières;1;782;128;654;F;Boussières
25;Doubs;5;Fifth;85;Bouverans;1;265;34;231;M;Bouverans
25;Doubs;2;Second;86;Braillans;1;128;17;111;F;Braillans
25;Doubs;5;Fifth;89;Bremondans;1;81;10;71;M;Bremondans
25;Doubs;1;First;90;Brères;1;52;13;39;M;Brères
25;Doubs;3;Third;93;Bretigney;1;58;7;51;M;Bretigney
25;Doubs;3;Third;94;Bretigney-Notre-Dame;1;104;14;90;F;Bretigney-Notre-Dame
25;Doubs;5;Fifth;96;Brey-et-Maison-du-Bois;1;100;19;81;M;Brey-et-Maison-du-Bois
25;Doubs;5;Fifth;96;Brey-et-Maison-du-Bois;1;100;19;81;M;Brey-et-Maison-du-Bois
25;Doubs;5;Fifth;99;Bugny;1;121;19;102;M;Bugny
25;Doubs;5;Fifth;99;Bugny;1;121;19;102;M;Bugny
25;Doubs;1;First;109;Cessey;1;302;57;245;M;Cessey
25;Doubs;5;Fifth;113;Chamesey;1;93;5;88;M;Chamesey
25;Doubs;2;Second;117;Champoux;1;68;7;61;M;Champoux
25;Doubs;2;Second;117;Champoux;1;68;7;61;M;Champoux
25;Doubs;2;Second;120;Chantrans;1;320;52;268;M;Chantrans
25;Doubs;3;Third;124;Charmauvillers;1;186;34;152;M;Charmauvillers
25;Doubs;2;Second;132;Châtillon-Guyotte;1;106;11;95;M;Châtillon-Guyotte
25;Doubs;2;Second;133;Châtillon-le-Duc;1;848;130;718;M;Châtillon-le-Duc
25;Doubs;1;First;134;Châtillon-sur-Lison;1;17;3;14;M;Châtillon-sur-Lison
25;Doubs;1;First;134;Châtillon-sur-Lison;1;17;3;14;F;Châtillon-sur-Lison
25;Doubs;1;First;136;Chaucenne;1;371;49;322;M;Chaucenne
25;Doubs;5;Fifth;141;Chaux-lès-Passavant;1;99;17;82;F;Chaux-lès-Passavant
25;Doubs;1;First;143;Chay;1;161;26;135;M;Chay
25;Doubs;1;First;147;Chemaudin-et-Vaux;BV01;708;122;586;M;
25;Doubs;5;Fifth;148;La Chenalotte;1;304;41;263;M;La Chenalotte
25;Doubs;1;First;149;Chenecey-Buillon;1;388;73;315;M;Chenecey-Buillon
25;Doubs;1;First;150;Chevigney-sur-l'Ognon;1;201;29;172;F;Chevigney-sur-l'Ognon
25;Doubs;5;Fifth;157;La Cluse-et-Mijoux;1;904;145;759;F;La Cluse-et-Mijoux
25;Doubs;4;Fourth;159;Colombier-Fontaine;1;1011;200;811;M;Colombier-Fontaine
25;Doubs;5;Fifth;160;Les Combes;2;157;20;137;F;Les Combes
25;Doubs;5;Fifth;161;Consolation-Maisonnettes;1;36;18;18;M;Consolation-Maisonnettes
25;Doubs;1;First;171;Courcelles;1;65;12;53;M;Courcelles
25;Doubs;3;Third;48;Bavans;4;711;158;553;M;Bavans
25;Doubs;5;Fifth;50;Le Bélieu;1;328;48;280;M;Le Bélieu
25;Doubs;5;Fifth;52;Belmont;1;63;10;53;M;Belmont
25;Doubs;1;First;56;Besançon;201;1001;254;747;M;Besançon
25;Doubs;1;First;56;Besançon;201;1001;254;747;F;Besançon
25;Doubs;1;First;56;Besançon;201;1001;254;747;M;Besançon
25;Doubs;1;First;56;Besançon;203;974;179;795;M;Besançon
25;Doubs;1;First;56;Besançon;301;857;221;636;M;Besançon
25;Doubs;1;First;56;Besançon;303;744;225;519;F;Besançon
25;Doubs;1;First;56;Besançon;303;744;225;519;M;Besançon
25;Doubs;1;First;56;Besançon;304;1312;327;985;M;Besançon
25;Doubs;1;First;56;Besançon;309;975;240;735;M;Besançon
25;Doubs;1;First;56;Besançon;601;821;350;471;M;
25;Doubs;1;First;56;Besançon;602;1051;490;561;M;Besançon
25;Doubs;1;First;56;Besançon;604;1045;463;582;M;Besançon
25;Doubs;1;First;56;Besançon;606;930;429;501;M;Besançon
25;Doubs;1;First;56;Besançon;610;746;216;530;M;Besançon
25;Doubs;1;First;56;Besançon;610;746;216;530;M;Besançon
25;Doubs;2;Second;56;Besançon;101;1194;272;922;M;Besançon
25;Doubs;2;Second;56;Besançon;403;946;248;698;M;Besançon
25;Doubs;2;Second;56;Besançon;404;846;201;645;M;Besançon
25;Doubs;2;Second;56;Besançon;405;682;123;559;M;Besançon
25;Doubs;2;Second;56;Besançon;407;976;228;748;M;Besançon
25;Doubs;2;Second;56;Besançon;415;1010;197;813;F;Besançon
25;Doubs;2;Second;56;Besançon;501;1248;262;986;M;Besançon
25;Doubs;2;Second;56;Besançon;504;942;162;780;M;Besançon
25;Doubs;2;Second;56;Besançon;505;807;150;657;M;Besançon
25;Doubs;2;Second;56;Besançon;507;1087;292;795;M;Besançon
25;Doubs;2;Second;56;Besançon;508;671;166;505;M;Besançon
25;Doubs;2;Second;56;Besançon;510;1349;305;1044;F;Besançon
25;Doubs;2;Second;56;Besançon;514;674;148;526;M;Besançon
25;Doubs;3;Third;57;Bethoncourt;3;639;211;428;F;Bethoncourt
25;Doubs;2;Second;58;Beure;1;1083;269;814;M;Beure
25;Doubs;4;Fourth;63;Blamont;1;817;126;691;M;Blamont
25;Doubs;2;Second;65;Blarians;1;52;5;47;F;Blarians
25;Doubs;3;Third;66;Blussangeaux;1;73;9;64;M;Blussangeaux
25;Doubs;5;Fifth;70;Bolandoz;1;290;34;256;M;Bolandoz
25;Doubs;1;First;258;Franois;2;927;181;746;M;Franois
25;Doubs;5;Fifth;259;Frasne;1;1391;308;1083;M;Frasne
25;Doubs;5;Fifth;268;Germéfontaine;1;96;14;82;M;Germéfontaine
25;Doubs;2;Second;269;Germondans;1;56;5;51;M;Germondans
25;Doubs;2;Second;273;Glamondans;1;162;14;148;M;Glamondans
25;Doubs;3;Third;276;Gondenans-Montby;1;143;27;116;M;Gondenans-Montby
25;Doubs;3;Third;277;Gondenans-les-Moulins;1;60;11;49;M;Gondenans-les-Moulins
25;Doubs;4;Fourth;284;Grand-Charmont;1;919;211;708;M;Grand-Charmont
25;Doubs;5;Fifth;285;Grand'Combe-Châteleu;1;1127;184;943;M;Grand'Combe-Châteleu
25;Doubs;5;Fifth;289;Grandfontaine-sur-Creuse;1;60;9;51;M;Grandfontaine-sur-Creuse
25;Doubs;5;Fifth;293;Granges-Narboz;1;824;131;693;M;Granges-Narboz
25;Doubs;2;Second;297;Le Gratteris;1;113;18;95;F;Le Gratteris
25;Doubs;2;Second;300;Guyans-Durnes;1;193;30;163;M;Guyans-Durnes
25;Doubs;5;Fifth;301;Guyans-Vennes;1;602;84;518;M;Guyans-Vennes
25;Doubs;4;Fourth;304;Hérimoncourt;0A01;770;175;595;F;
25;Doubs;5;Fifth;308;Les Hôpitaux-Vieux;1;276;39;237;M;Les Hôpitaux-Vieux
25;Doubs;3;Third;311;Hyémondans;1;160;18;142;M;Hyémondans
25;Doubs;3;Third;312;Hyèvre-Magny;1;55;2;53;M;Hyèvre-Magny
25;Doubs;5;Fifth;318;Jougne;2;505;128;377;F;Jougne
25;Doubs;5;Fifth;321;Villers-le-Lac;1;1784;380;1404;F;Villers-le-Lac
25;Doubs;5;Fifth;325;Landresse;1;173;21;152;M;Landresse
25;Doubs;5;Fifth;325;Landresse;1;173;21;152;M;Landresse
25;Doubs;3;Third;327;Lanthenans;1;61;13;48;M;Lanthenans
25;Doubs;1;First;328;Larnod;1;511;60;451;M;Larnod
25;Doubs;1;First;328;Larnod;1;511;60;451;F;Larnod
25;Doubs;5;Fifth;329;Laval-le-Prieuré;1;31;5;26;M;Laval-le-Prieuré
25;Doubs;2;Second;331;Lavans-Vuillafans;1;181;23;158;M;Lavans-Vuillafans
38;Isère;3;Third;185;Grenoble;84;788;331;457;F;Grenoble
38;Isère;3;Third;185;Grenoble;86;860;262;598;M;Grenoble
38;Isère;4;Fourth;187;Le Gua;3;210;42;168;M;Le Gua
38;Isère;4;Fourth;187;Le Gua;3;210;42;168;M;Le Gua
38;Isère;2;Second;188;Herbeys;1;1092;131;961;M;Herbeys
38;Isère;10;Tenth;193;L'Isle-d'Abeau;4;1466;393;1073;M;L'Isle-d'Abeau
38;Isère;10;Tenth;193;L'Isle-d'Abeau;7;1034;291;743;M;L'Isle-d'Abeau
38;Isère;9;Nineth;194;Izeaux;1;1520;320;1200;M;Izeaux
38;Isère;8;Eight;199;Jardin;1;850;158;692;M;Jardin
38;Isère;8;Eight;199;Jardin;2;907;128;779;F;Jardin
38;Isère;2;Second;200;Jarrie;1;1061;206;855;F;Jarrie
38;Isère;2;Second;200;Jarrie;2;720;96;624;M;Jarrie
38;Isère;2;Second;203;Laffrey;1;330;54;276;M;Laffrey
38;Isère;4;Fourth;204;Lalley;1;199;35;164;M;Lalley
38;Isère;4;Fourth;208;Lavars;1;133;19;114;F;Lavars
38;Isère;7;Seventh;209;Lentiol;1;187;29;158;M;Lentiol
38;Isère;4;Fourth;212;Livet-et-Gavet;3;209;40;169;M;Livet-et-Gavet
38;Isère;7;Seventh;213;Longechenal;1;431;79;352;M;Longechenal
38;Isère;7;Seventh;218;Marcilloles;1;733;145;588;M;Marcilloles
38;Isère;7;Seventh;218;Marcilloles;1;733;145;588;M;Marcilloles
38;Isère;7;Seventh;219;Marcollin;1;495;104;391;M;Marcollin
38;Isère;7;Seventh;221;Marnans;1;112;27;85;M;Marnans
38;Isère;10;Tenth;223;Maubec;1;743;124;619;M;Maubec
38;Isère;4;Fourth;224;Mayres-Savel;1;90;12;78;M;Mayres-Savel
38;Isère;4;Fourth;225;Autrans-Méaudre en Vercors;1;1130;223;907;M;Autrans-Méaudre en Vercors
38;Isère;1;First;229;Meylan;12;964;193;771;M;Meylan
38;Isère;1;First;229;Meylan;12;964;193;771;M;Meylan
38;Isère;10;Tenth;230;Meyrié;1;898;129;769;M;Meyrié
38;Isère;4;Fourth;235;Miribel-Lanchâtre;1;289;28;261;F;Miribel-Lanchâtre
38;Isère;5;Fifth;236;Miribel-les-Echelles;1;1442;287;1155;F;Miribel-les-Échelles
38;Isère;4;Fourth;237;Mizoën;1;192;33;159;M;Mizoën
38;Isère;7;Seventh;15;Artas;1;1293;211;1082;M;Artas
38;Isère;8;Eight;19;Auberives-sur-Varèze;1;1078;244;834;M;Auberives-sur-Varèze
38;Isère;4;Fourth;20;Auris;1;254;78;176;M;Auris
38;Isère;4;Fourth;20;Auris;1;254;78;176;M;Auris
38;Isère;6;Sixth;22;Les Avenières Veyrins-Thuellin;2;1410;313;1097;M;Les Avenières Veyrins-Thuellin
38;Isère;6;Sixth;22;Les Avenières Veyrins-Thuellin;3;1383;288;1095;M;Les Avenières Veyrins-Thuellin
38;Isère;9;Nineth;30;Beaucroissant;1;1210;253;957;M;Beaucroissant
38;Isère;9;Nineth;30;Beaucroissant;1;1210;253;957;F;Beaucroissant
38;Isère;7;Seventh;34;Beaurepaire;2;759;204;555;M;Beaurepaire
38;Isère;7;Seventh;34;Beaurepaire;2;759;204;555;M;Beaurepaire
38;Isère;7;Seventh;38;Belmont;1;373;58;315;M;Belmont
38;Isère;1;First;39;Bernin;2;1249;172;1077;M;Bernin
38;Isère;7;Seventh;42;Bévenais;1;733;112;621;M;Bévenais
38;Isère;7;Seventh;44;Biol;2;511;72;439;M;Biol
38;Isère;1;First;45;Biviers;2;992;133;859;M;Biviers
38;Isère;1;First;45;Biviers;2;992;133;859;M;Biviers
38;Isère;7;Seventh;46;Bizonnes;1;658;95;563;M;Bizonnes
38;Isère;10;Tenth;48;Bonnefamille;1;890;179;711;M;Bonnefamille
38;Isère;7;Seventh;51;Bougé-Chambalud;1;972;156;816;F;Bougé-Chambalud
38;Isère;6;Sixth;53;Bourgoin-Jallieu;1;1067;292;775;M;Bourgoin-Jallieu
38;Isère;6;Sixth;53;Bourgoin-Jallieu;3;1085;257;828;F;Bourgoin-Jallieu
38;Isère;6;Sixth;53;Bourgoin-Jallieu;6;1038;352;686;F;Bourgoin-Jallieu
38;Isère;10;Tenth;53;Bourgoin-Jallieu;14;970;251;719;M;Bourgoin-Jallieu
38;Isère;10;Tenth;53;Bourgoin-Jallieu;15;1008;212;796;F;Bourgoin-Jallieu
38;Isère;10;Tenth;53;Bourgoin-Jallieu;16;1020;251;769;M;Bourgoin-Jallieu
38;Isère;9;Nineth;61;La Buisse;1;1181;191;990;M;La Buisse
38;Isère;5;Fifth;62;La Buissière;1;504;67;437;M;La Buissière
38;Isère;10;Tenth;64;Cessieu;1;1031;223;808;M;Cessieu
38;Isère;7;Seventh;65;Châbons;1;753;130;623;F;Châbons
38;Isère;2;Second;71;Champ-sur-Drac;2;993;242;751;M;Champ-sur-Drac
37;Indre-et-Loire;4;Fourth;226;Sainte-Maure-de-Touraine;1;958;246;712;M;Sainte-Maure-de-Touraine
37;Indre-et-Loire;5;Fifth;228;Saint-Nicolas-de-Bourgueil;1;889;126;763;M;Saint-Nicolas-de-Bourgueil
37;Indre-et-Loire;2;Second;229;Saint-Nicolas-des-Motets;1;205;32;173;M;Saint-Nicolas-des-Motets
37;Indre-et-Loire;2;Second;230;Saint-Ouen-les-Vignes;1;773;85;688;M;
37;Indre-et-Loire;3;Third;233;Saint-Pierre-des-Corps;2;1027;260;767;M;Saint-Pierre-des-Corps
37;Indre-et-Loire;3;Third;233;Saint-Pierre-des-Corps;5;440;159;281;M;Saint-Pierre-des-Corps
37;Indre-et-Loire;3;Third;233;Saint-Pierre-des-Corps;5;440;159;281;M;Saint-Pierre-des-Corps
37;Indre-et-Loire;3;Third;233;Saint-Pierre-des-Corps;9;805;288;517;M;Saint-Pierre-des-Corps
37;Indre-et-Loire;3;Third;233;Saint-Pierre-des-Corps;10;955;304;651;M;Saint-Pierre-des-Corps
37;Indre-et-Loire;2;Second;236;Saint-Règle;1;400;56;344;M;Saint-Règle
37;Indre-et-Loire;5;Fifth;237;Saint-Roch;1;954;117;837;M;Saint-Roch
37;Indre-et-Loire;4;Fourth;243;Savonnières;1;1352;146;1206;M;Savonnières
37;Indre-et-Loire;3;Third;246;Sennevières;1;170;17;153;M;Sennevières
37;Indre-et-Loire;3;Third;247;Sepmes;1;468;84;384;M;Sepmes
37;Indre-et-Loire;2;Second;253;Sublaines;1;142;20;122;M;Sublaines
37;Indre-et-Loire;4;Fourth;256;Theneuil;1;270;47;223;F;
37;Indre-et-Loire;4;Fourth;257;Thilouze;1;1194;221;973;F;
37;Indre-et-Loire;1;First;261;Tours;1521;1228;249;979;M;
37;Indre-et-Loire;1;First;261;Tours;1531;1381;381;1000;M;
37;Indre-et-Loire;1;First;261;Tours;1533;1080;242;838;M;
37;Indre-et-Loire;1;First;261;Tours;1533;1080;242;838;M;
37;Indre-et-Loire;1;First;261;Tours;1572;1513;269;1244;M;
37;Indre-et-Loire;1;First;261;Tours;1572;1513;269;1244;M;
37;Indre-et-Loire;1;First;261;Tours;1581;705;135;570;M;
37;Indre-et-Loire;1;First;261;Tours;1612;1277;235;1042;M;
37;Indre-et-Loire;1;First;261;Tours;1613;981;221;760;M;
37;Indre-et-Loire;1;First;261;Tours;1613;981;221;760;F;
37;Indre-et-Loire;1;First;261;Tours;1625;680;268;412;M;
37;Indre-et-Loire;1;First;261;Tours;1632;957;160;797;M;
37;Indre-et-Loire;1;First;261;Tours;1634;1025;184;841;M;
37;Indre-et-Loire;1;First;261;Tours;1652;1111;236;875;M;
37;Indre-et-Loire;1;First;261;Tours;1732;863;226;637;F;
37;Indre-et-Loire;1;First;261;Tours;1732;863;226;637;M;
37;Indre-et-Loire;1;First;261;Tours;1742;985;220;765;M;
37;Indre-et-Loire;1;First;261;Tours;1752;934;157;777;F;
37;Indre-et-Loire;1;First;261;Tours;1752;934;157;777;M;
37;Indre-et-Loire;1;First;261;Tours;1753;845;204;641;M;
37;Indre-et-Loire;1;First;261;Tours;1761;899;166;733;F;
37;Indre-et-Loire;2;Second;175;Nouzilly;1;927;72;855;M;Nouzilly
1;Ain;5;Fifth;4;Ambérieu-en-Bugey;8;1019;199;820;M;Ambérieu-en-Bugey
1;Ain;5;Fifth;4;Ambérieu-en-Bugey;2;1128;256;872;M;Ambérieu-en-Bugey
4;Alpes-de-Haute-Provence;2;Second;237;Le Vernet;1;165;24;141;F;Le Vernet
4;Alpes-de-Haute-Provence;2;Second;237;Le Vernet;1;165;24;141;M;Le Vernet
4;Alpes-de-Haute-Provence;2;Second;242;Villeneuve;3;1079;223;856;M;Villeneuve
4;Alpes-de-Haute-Provence;1;First;244;Volonne;1;1265;205;1060;M;Volonne
4;Alpes-de-Haute-Provence;1;First;244;Volonne;1;1265;205;1060;M;Volonne
4;Alpes-de-Haute-Provence;2;Second;245;Volx;1;1171;245;926;M;Volx
4;Alpes-de-Haute-Provence;2;Second;245;Volx;2;1261;220;1041;M;Volx
5;Hautes-Alpes;2;Second;4;Ancelle;1;837;135;702;M;Ancelle
5;Hautes-Alpes;2;Second;6;L'Argentière-la-Bessée;1;1666;338;1328;M;L'Argentière-la-Bessée
5;Hautes-Alpes;2;Second;7;Arvieux;1;332;43;289;M;Arvieux
5;Hautes-Alpes;2;Second;12;Baratier;1;424;58;366;M;Baratier
5;Hautes-Alpes;1;First;14;Barret-sur-Méouge;1;174;42;132;M;Barret-sur-Méouge
5;Hautes-Alpes;1;First;14;Barret-sur-Méouge;1;174;42;132;M;Barret-sur-Méouge
5;Hautes-Alpes;1;First;17;La Bâtie-Neuve;2;822;132;690;M;La Bâtie-Neuve
5;Hautes-Alpes;1;First;18;La Bâtie-Vieille;1;288;35;253;F;La Bâtie-Vieille
5;Hautes-Alpes;1;First;21;Le Bersac;1;129;17;112;M;Le Bersac
5;Hautes-Alpes;2;Second;23;Briançon;2;1322;312;1010;M;Briançon
5;Hautes-Alpes;2;Second;23;Briançon;5;1306;265;1041;M;Briançon
5;Hautes-Alpes;2;Second;32;Champoléon;1;142;15;127;M;Champoléon
5;Hautes-Alpes;1;First;35;Châteauneuf-d'Oze;1;30;5;25;M;Châteauneuf-d'Oze
5;Hautes-Alpes;1;First;35;Châteauneuf-d'Oze;1;30;5;25;M;Châteauneuf-d'Oze
5;Hautes-Alpes;2;Second;36;Châteauroux-les-Alpes;1;903;135;768;M;Châteauroux-les-Alpes
5;Hautes-Alpes;2;Second;36;Châteauroux-les-Alpes;1;903;135;768;M;Châteauroux-les-Alpes
5;Hautes-Alpes;2;Second;36;Châteauroux-les-Alpes;1;903;135;768;M;Châteauroux-les-Alpes
5;Hautes-Alpes;2;Second;38;Château-Ville-Vieille;1;302;52;250;M;Château-Ville-Vieille
5;Hautes-Alpes;2;Second;39;Chauffayer;1;327;55;272;F;Chauffayer
5;Hautes-Alpes;2;Second;40;Chorges;2;776;128;648;M;Chorges
5;Hautes-Alpes;2;Second;43;Les Costes;1;161;25;136;M;Les Costes
5;Hautes-Alpes;2;Second;46;Embrun;2;1773;427;1346;M;Embrun
5;Hautes-Alpes;1;First;49;Esparron;1;49;6;43;F;Esparron
5;Hautes-Alpes;2;Second;52;Eygliers;1;609;96;513;M;Eygliers
5;Hautes-Alpes;2;Second;54;La Fare-en-Champsaur;1;308;61;247;M;La Fare-en-Champsaur
5;Hautes-Alpes;2;Second;54;La Fare-en-Champsaur;1;308;61;247;M;La Fare-en-Champsaur
5;Hautes-Alpes;1;First;55;La Faurie;1;313;56;257;M;La Faurie
5;Hautes-Alpes;1;First;57;Fouillouse;1;205;25;180;M;Fouillouse
5;Hautes-Alpes;1;First;59;La Freissinouse;1;574;68;506;M;La Freissinouse
5;Hautes-Alpes;1;First;59;La Freissinouse;1;574;68;506;M;La Freissinouse
5;Hautes-Alpes;1;First;61;Gap;1;1399;387;1012;M;Gap
5;Hautes-Alpes;1;First;61;Gap;2;1442;395;1047;M;Gap
5;Hautes-Alpes;1;First;61;Gap;3;1458;355;1103;F;Gap
5;Hautes-Alpes;1;First;61;Gap;3;1458;355;1103;M;Gap
5;Hautes-Alpes;1;First;61;Gap;4;1449;423;1026;F;Gap
5;Hautes-Alpes;1;First;61;Gap;6;1153;280;873;M;Gap
5;Hautes-Alpes;1;First;61;Gap;8;1304;311;993;M;Gap
5;Hautes-Alpes;1;First;61;Gap;11;1366;215;1151;M;Gap
5;Hautes-Alpes;1;First;61;Gap;13;1416;358;1058;F;Gap
5;Hautes-Alpes;1;First;61;Gap;14;1358;240;1118;M;Gap
5;Hautes-Alpes;1;First;61;Gap;15;1280;277;1003;F;Gap
5;Hautes-Alpes;1;First;61;Gap;17;1216;195;1021;M;Gap
5;Hautes-Alpes;1;First;61;Gap;19;925;145;780;M;Gap
8;Ardennes;3;Third;343;Pouru-Saint-Remy;1;869;186;683;F;Pouru-Saint-Remy
8;Ardennes;3;Third;343;Pouru-Saint-Remy;1;869;186;683;M;Pouru-Saint-Remy
8;Ardennes;1;First;344;Prez;1;112;23;89;M;Prez
8;Ardennes;2;Second;346;Prix-lès-Mézières;1;1141;224;917;M;Prix-lès-Mézières
8;Ardennes;3;Third;347;Puilly-et-Charbeaux;1;181;30;151;F;Puilly-et-Charbeaux
8;Ardennes;2;Second;355;Regniowez;1;243;82;161;M;Regniowez
8;Ardennes;1;First;362;Rethel;3;1089;290;799;M;Rethel
8;Ardennes;1;First;362;Rethel;4;1142;279;863;M;Rethel
8;Ardennes;1;First;362;Rethel;4;1142;279;863;M;Rethel
8;Ardennes;1;First;362;Rethel;5;1148;333;815;F;Rethel
8;Ardennes;2;Second;363;Revin;1;1485;570;915;M;Revin
8;Ardennes;2;Second;363;Revin;3;1362;373;989;M;Revin
8;Ardennes;2;Second;365;Rimogne;1;924;169;755;M;Rimogne
8;Ardennes;1;First;366;Rocquigny;2;61;11;50;M;Rocquigny
8;Ardennes;1;First;366;Rocquigny;3;90;16;74;M;Rocquigny
8;Ardennes;2;Second;367;Rocroi;3;69;28;41;M;Rocroi
8;Ardennes;2;Second;367;Rocroi;3;69;28;41;M;Rocroi
8;Ardennes;1;First;372;Rubigny;1;52;4;48;M;Rubigny
8;Ardennes;1;First;372;Rubigny;1;52;4;48;M;Rubigny
8;Ardennes;3;Third;379;Saint-Etienne-à-Arnes;1;180;15;165;F;Saint-Étienne-à-Arnes
8;Ardennes;3;Third;384;Saint-Lambert-et-Mont-de-Jeux;1;136;33;103;M;Saint-Lambert-et-Mont-de-Jeux
8;Ardennes;1;First;385;Saint-Laurent;1;616;69;547;M;Saint-Laurent
8;Ardennes;1;First;385;Saint-Laurent;2;164;20;144;M;Saint-Laurent
8;Ardennes;1;First;386;Saint-Loup-Champagne;1;207;26;181;F;
8;Ardennes;3;Third;387;Saint-Loup-Terrier;1;142;22;120;M;Saint-Loup-Terrier
8;Ardennes;1;First;388;Saint-Marceau;1;289;45;244;M;Saint-Marceau
8;Ardennes;1;First;395;Saint-Pierre-sur-Vence;1;119;24;95;F;Saint-Pierre-sur-Vence
8;Ardennes;1;First;396;Saint-Quentin-le-Petit;1;117;29;88;M;Saint-Quentin-le-Petit
8;Ardennes;1;First;396;Saint-Quentin-le-Petit;1;117;29;88;F;Saint-Quentin-le-Petit
8;Ardennes;1;First;397;Saint-Remy-le-Petit;1;41;6;35;M;Saint-Remy-le-Petit
8;Ardennes;3;Third;398;Sainte-Vaubourg;1;71;5;66;M;Sainte-Vaubourg
